"radio_name","radio_url","radio_city","radio_country","radio_tags","mp3_bitrate","mp3_url","aac_bitrate","aac_url"
"Antenne Vorarlberg Digital 90er","http://www.antenne.vol.at/","Schwarzach","Austria","90s",128,"http://194.208.21.29:8070/listen.pls",,
"Antenne Vorarlberg Digital Classic Rock","http://www.antenne.vol.at/","Schwarzach","Austria","Classic Rock",128,"http://194.208.21.29:8030/listen.pls",,
"Antenne Vorarlberg Digital Hitz","http://www.antenne.vol.at/","Schwarzach","Austria","Top 40",128,"http://194.208.21.29:8090/listen.pls",,
"Antenne Vorarlberg Digital Lounge","http://www.antenne.vol.at/","Schwarzach","Austria","Electronica",128,"http://194.208.21.29:8050/listen.pls",,
"Antenne Vorarlberg Digital Partymix","http://www.antenne.vol.at/","Schwarzach","Austria","Party music",128,"http://194.208.21.29:8010/listen.pls",,
"Antenne Vorarlberg Digital Schlagerkult","http://www.antenne.vol.at/","Schwarzach","Austria","German hits",128,"http://194.208.21.29:8040/listen.pls",,
"Antenne Vorarlberg Love Songs","http://www.antenne.vol.at/","Schwarzach","Austria","Love songs",128,"http://194.208.21.29:8100/listen.pls",,
"Antwerpen fm","http://www.antwerpen.fm/","Antwerp","Belgium","Pop",128,"http://streams.lazernet.be:2710/listen.pls",,
"Antyradio","http://www.antyradio.pl/","Kraków","Poland","Rock",,,32,"http://94.23.89.48:7300/listen.pls"
"Antyradio","http://www.antyradio.pl/","Warsaw","Poland","Rock",,,32,"http://94.23.89.48:7000/listen.pls"
"Antyradio 106.4","http://www.antyradio.pl/","Katowice","Poland","Rock",,,32,"http://94.23.89.48:7200/listen.pls"
"Antyradio Ballads","http://www.antyradio.pl/","Warsaw","Poland","Soft rock",128,"http://antyballads-01.eurozet.pl:8000/listen.pls",,
"Antyradio Classic","http://www.antyradio.pl/","Warsaw","Poland","Classic Rock",128,"http://antyclassix-02.eurozet.pl:8100/listen.pls",,
"Antyradio Covers","http://www.antyradio.pl/","Warsaw","Poland","Cover versions",128,"http://antycovers-02.eurozet.pl:8100/listen.pls",,
"Antyradio Greatest","http://www.antyradio.pl/","Warsaw","Poland","Classic Hits",128,"http://antygreatest-02.eurozet.pl:8100/listen.pls",,
"Antyradio Hard","http://www.antyradio.pl/","Warsaw","Poland","Heavy Rock",128,"http://antyhard-01.eurozet.pl:8500/listen.pls",,
"Antyradio Made in Poland","http://www.antyradio.pl/","Warsaw","Poland","Polish rock",128,"http://antypl-01.eurozet.pl:8100/listen.pls",,
"Apollo Radio","http://www.apolloradio.de/","Chemnitz","Germany","Classical/Jazz",96,"http://www.apolloradio.de/listen.pls",,
"Aquarelle FM","http://www.aquarellefm.md/","Chisinau","Moldova","Adult Contemporary",96,"http://www.aquarellefm.md/Aquarelle-FM-90.7.m3u",,
"AR 106,9 (Aukštaitijos Radijas)","http://www.aradijas.lt/","Panevėžys","Lithuania","Local service",256,"http://212.52.57.202:22023/listen.pls",,
"Aragón Radio","http://www.aragonradio.es/","Zaragoza","Spain","Music/news for Aragon"" region""",128,"http://livemp3.iasoft.es/aragonradio.mp3.m3u",,
"Ardeleanul FM","http://www.ardeleanulfm.ro/","Alba Iulia","Romania","Local service",128,"http://live.ardeleanulfm.ro:8000/live128.m3u",,
"Árkádia Rádió","http://www.arkadiaradio.hu/","Makó","Hungary","Top 40",128,"http://213.157.100.87:8000/listen.pls",,
"ARL","http://www.arlfm.com/","Langon","France","Music/News/Sport",32,"http://www.tv-radio.com/station/arl/arl.m3u",,
"Armenian National Radio","http://www.armradio.am/","Yerevan","Armenia","News/information/Music",32,"http://www.armradio.am/live/listen.pls",,
"Arrow Classic Rock","http://www.arrow.nl/","The Hague","Netherlands","Classic Rock",,,64,"http://81.173.3.132/listen.pls"
"Arrow Classic Rock Nord","http://www.arrownoord.nl/","Sneek","Netherlands","Classic Rock",128,"http://www.arrownoord.nl/listen.pls",,
"Arvorig FM","http://www.arvorigfm.com/","Landerneau","France","Breton language service",32,"http://arvorig-fm.online.stalig.net/live.mp3.m3u",,
"AS-FM","http://as.baikal.tv/radio/asfm.html","Irkutsk","Russia","Adult contemporary",128,"http://as.baikal.tv/e-radio/!system/m3u/asfm-hq.m3u",,
"Asian Star 101.6 FM","http://www.asianstar1016.co.uk/","Slough","United Kingdom","Asian community radio",64,"http://icecast.commedia.org.uk:8000/asianstar.mp3.m3u",,
"Assen FM","http://www.assenfm.nl/","Assen","Netherlands","Local Service",128,"http://icecast.streamone.nl:9047/assenfmlivehigh.pls",,
"Atalanta FM","http://www.atalantafm.nl/","Sneek","Netherlands","Dutch pop music",128,"http://live.atalantafm.nl:6074/listen.pls",,
"Atlantic FM","http://www.atlantic.fm/","St.Agnes","United Kingdom","Adult Contemporary",96,"http://icy-e-03.sharp-stream.com/atlanticfm.mp3.m3u",,
"Atlantis FM 89.2","http://www.atlantis.fm/","Tenerife","Spain","Pop/rock  (English)",,,32,"http://s3.viastreaming.net:7300/listen.pls"
"Atomic Radio","http://www.atomicfm.fr/","Barousse","France","Pop/Rock/Dance",192,"http://www.atomicfm.fr/Atomic.m3u",,
"AUP Radio","http://www.aupradio.org/","Paris","France","Student Radio",128,"http://spring.wavestreamer.com:2191/listen.pls",,
"Autoroute INFO Nord","http://www.autorouteinfo.fr/","National Network","France","Travel information/Music",128,"http://media.autorouteinfo.fr:8000/direct_nord.mp3.m3u",,
"Autoroute INFO Sud","http://www.autorouteinfo.fr/","National Network","France","Travel information/Music",128,"http://media.autorouteinfo.fr:8000/direct_sud.mp3.m3u",,
"AVRO Back to the Old School","http://www.oldschool.nl/","Internet only","Netherlands","70s/80s Soul",256,"http://shoutcast.omroep.nl:8056/listen.pls",,
"AVRO Baroque around the Clock","http://www.avroklassiek.nl/","Hilversum","Netherlands","Classical",256,"http://shoutcast.omroep.nl:8068/listen.pls",,
"AVRO Easy Listening","http://www.avro.nl/web/webradio/","Internet only","Netherlands","Easy Listening",256,"http://shoutcast.omroep.nl:8058/listen.pls",,
"AVRO Film","http://www.avroklassiek.nl/","Hilversum","Netherlands","Classical",256,"http://shoutcast.omroep.nl:8070/listen.pls",,
"AVRO Het beste van het beste","http://www.avroklassiek.nl/","Hilversum","Netherlands","Classical",256,"http://shoutcast.omroep.nl:8072/listen.pls",,
"AVRO Podpourri","http://www.avro.nl/","Hilversum","Netherlands","Alternative mix",192,"http://shoutcast.omroep.nl:8060/listen.pls",,
"AVRO Steenen Tijdperk Fifties","http://www.avrosteenentijdperk.nl/","Internet only","Netherlands","Oldies/80s/90s",128,"http://shoutcast.omroep.nl:8064/listen.pls",,
"AVRO Steenen Tijdperk Sixties","http://www.avrosteenentijdperk.nl/","Internet only","Netherlands","Oldies/80s/90s",192,"http://shoutcast.omroep.nl:8066/listen.pls",,
"AVRO Toppers van Toen","http://www.avro.nl/","Internet only","Netherlands","30s/40s/50s music",128,"http://shoutcast.omroep.nl:8062/listen.pls",,
"AVRO Ziel en Zaligheid","http://www.avroklassiek.nl/","Hilversum","Netherlands","Classical",256,"http://shoutcast.omroep.nl:8074/listen.pls",,
"Avtoradio","http://www.avtoradio.ua/","Kyiv","Ukraine","Adult contemporary",128,"http://live1.radiogroup.com.ua:8000/avtoradio.m3u",,
"AvtoRadio","http://www.avtoradio.ru/","Moscow","Russia","Music/Information",128,"http://stream04.media.rambler.ru:80/auto128.mp3.m3u",,
"Avulo FM","http://www.avulo.nl/","Vught","Netherlands","Local service",128,"http://www.power1054.nl/2009/stream.m3u",,
"Awaz FM","http://www.awazfm.co.uk/","Glasgow","United Kingdom","Asian community radio",32,"http://icecast.commedia.org.uk:8000/awaz.mp3.m3u",,
"Ayp FM","http://radio-aypfm.com/","Paris","France","Armenian service",64,"http://radioayp.streamakaci.com/listen.pls",,
"Azov Wave","http://vk.com/volna106","Berdians'k","Ukraine","Top 40",128,"http://s1.radioheart.ru:8001/azovwave.m3u",,
"Azur FM","http://www.azur-fm.com/","Sélestat","France","Top 40",128,"http://sv3.vestaradio.com:4220/listen.pls",,
"B5 Aktuell","http://www.br-online.de/b5aktuell/","Munich","Germany","News",128,"http://streams.br-online.de/b5aktuell_2.m3u",,
"B5 Plus","http://www.br-online.de/programm/digital-radio/digital-radio-DID1195677346958633/dab-b5-plus-digital-ID671195677341696766.xml","Munich","Germany","News/Parliamentary debate",128,"http://streams.br-online.de/b5plus_2.m3u",,
"B92","http://www.b92.net/","Belgrade","Serbia","News/music/culture",64,"http://stream.b92.net:7999/radio-b92.mp3.m3u",,
"Bac FM","http://www.bacfm.fr/","Nevers","France","Alternative rock",160,"http://bacfm.net:8000/bacfm.m3u",,
"Banat FM","http://www.banatfm.ro/","Reşiţa","Romania","Local service",,,48,"http://82.78.172.91:8002/listen.pls"
"Banbury Sound","http://www.banburysound.co.uk/","Banbury","United Kingdom","Current/Classic Hits",64,"http://icy-e-03.sharp-stream.com/banburysound.mp3.m3u",,
"Bandit Rock 106.3","http://www.bandit.se/?page=6","Stockholm","Sweden","Rock/Classic Rock",,,64,"http://stream-ice.mtgradio.com:8080/stat_bandit.m3u"
"BANG Radio","http://www.bangradio.fm/","Harlesden","United Kingdom","RnB/HipHop",128,"http://icecast.commedia.org.uk:8000/bangradio.mp3.m3u",,
"Base FM","http://www.basefm.co.nz/","Auckland","New Zealand","Dance",128,"http://130.216.72.72:8002/listen.pls",,
"Basso Radio","http://www.basso.fi/radio/","Helsinki","Finland","HipHop/RnB/Dance",192,"http://www.basso.fi/bassostreami.m3u",,
"Bay Radio","http://www.bayradio.fm/","Javea","Spain","Adult Contemporary  (in English)",128,"http://s2.streammonster.com:8434/listen.pls",,
"Bayern 1","http://www.br-online.de/bayern1/","Munich","Germany","News/Oldies/Schlager",128,"http://streams.br-online.de/bayern1_2.m3u",,
"Bayern 2","http://www.br-online.de/bayern2/","Munich","Germany","Feature programming",128,"http://streams.br-online.de/bayern2_2.m3u",,
"Bayern 3","http://www.br-online.de/bayern3/","Munich","Germany","Adult Contemporary",128,"http://streams.br-online.de/bayern3_2.m3u",,
"Bayern Plus","http://www.br-online.de/","Munich","Germany","Volksmusik/Schlager",128,"http://streams.br-online.de/bayernplus_2.m3u",,
"Bayernwelle Süd Ost","http://www.bayernwelle.de/","Freilassing","Germany","Adult Contemporary",128,"http://icebwso.srv.co.at/plsfiles_bwbgl/bwbgl_hi.m3u",,
"BBC 1Xtra","http://www.bbc.co.uk/1xtra/","National","United Kingdom","Urban/RnB/HipHop",,,128,"http://www.bbc.co.uk/radio/listen/live/r1x_aaclca.pls"
"BBC 5 Live","http://www.bbc.co.uk/radio5/","National","United Kingdom","News/Talk/Sport",,,128,"http://www.bbc.co.uk/radio/listen/live/r5l_aaclca.pls"
"BBC 5 Live Sports Extra","http://www.bbc.co.uk/radio5/","National","United Kingdom","Sport",,,128,"http://www.bbc.co.uk/radio/listen/live/r5lsp_aaclca.pls"
"BBC 6 Music","http://www.bbc.co.uk/6music/","National","United Kingdom","Adult Alternative",,,128,"http://www.bbc.co.uk/radio/listen/live/r6_aaclca.pls"
"BBC Asian Network","http://www.bbc.co.uk/asiannetwork/","Birmingham","United Kingdom","Asian programming",,,128,"http://www.bbc.co.uk/radio/listen/live/ran_aaclca.pls"
"BBC Radio 1","http://www.bbc.co.uk/radio1/","National","United Kingdom","Top 40/Dance",,,128,"http://www.bbc.co.uk/radio/listen/live/r1_aaclca.pls"
"BBC Radio 2","http://www.bbc.co.uk/radio2/","National","United Kingdom","Adult Contemporary",,,128,"http://www.bbc.co.uk/radio/listen/live/r2_aaclca.pls"
"BBC Radio 3","http://www.bbc.co.uk/radio3/","National","United Kingdom","Classical",,,320,"http://www.bbc.co.uk/radio/listen/live/r3_aaclca.pls"
"BBC Radio 4","http://www.bbc.co.uk/radio4/","National","United Kingdom","News/Feature programming",,,128,"http://www.bbc.co.uk/radio/listen/live/r4_aaclca.pls"
"BBC Radio 4 Extra","http://www.bbc.co.uk/radio4extra/","National","United Kingdom","Comedy/Drama/Features",,,128,"http://www.bbc.co.uk/radio/listen/live/r4x_aaclca.pls"
"BBC Radio 4 LW","http://www.bbc.co.uk/radio4/","National","United Kingdom","News/Feature programming",,,128,"http://www.bbc.co.uk/radio/listen/live/r4lw_aaclca.pls"
"BBC World Service","http://www.bbc.co.uk/worldservice/","London","United Kingdom","External Service",24,"http://www.bbc.co.uk/worldservice/meta/tx/nb/live/eneuk.pls",,
"BBC World Service News","http://www.bbc.co.uk/worldservice/","London","United Kingdom","External Service",24,"http://www.bbc.co.uk/worldservice/meta/tx/nb/live/ennws.pls",,
"BCB 106.6FM","http://www.bcbradio.co.uk/","Bradford","United Kingdom","Community Radio",64,"http://icecast.commedia.org.uk:8000/bcb.mp3.m3u",,
"BCfm","http://www.bcfm.org.uk/","Bristol","United Kingdom","Community radio",64,"http://icecast.commedia.org.uk:8000/commbrist.mp3.m3u",,
"Beat 102-103","http://www.beat102103.com/","Waterford","Ireland","Top 40",128,"http://184.154.145.114:8013/beatmp3.m3u",,
"Beat FM","http://www.beatfm.nl/","Heiloo","Netherlands","Classic Dance",,,40,"http://radioheiloo.no-ip.info:8010/listen.pls"
"Beaub FM","http://www.beaubfm.org","Limoges","France","Variety",224,"http://www.tv-radio.com/station/beaub/beaub.m3u",,
"BeFM","http://www.befm.de/","Internet only","Germany","HipHop/RnB",128,"http://befmrelaunch.groovy-m.de/cms/media/streamlinks/BeFM.m3u",,
"Beograd 202","http://www.radiobeograd.rs/","Belgrade","Serbia","News/features",128,"http://rts.ipradio.rs:8006/listen.pls",,
"Bergerac 95","http://www.bergerac95.fr/","Bergerac","France","Local service",64,"http://bergerac95.selfip.net:8000/stream.mp3.m3u",,
"Berkelland FM","http://www.berkellandfm.nl/","Eibergen","Netherlands","Local service",96,"http://www.berkellandfm.nl/bfm.pls",,
"Berkelstroom FM","http://www.berkelstroom.nl/","Zutphen","Netherlands","Local service",128,"http://bfm.shoutcaststream.com/stream.m3u",,
"Best FM","http://www.bestfm.fm/","Donets'k","Ukraine","Pop/Dance",128,"http://radio.bestfm.fm:8080/bestfm.m3u",48,"http://radio.bestfm.fm:8080/best-fm48.m3u"
"Best FM","http://www.bestfm.fm/","Kharkiv","Ukraine","Pop/Dance",128,"http://radio.bestfm.fm:8080/best_kharkov_mp3.m3u",48,"http://radio.bestfm.fm:8080/best_kharkov_aac.m3u"
"Best FM","http://mariupol.bestfm.fm/","Mariupol","Ukraine","Pop/Dance",192,"http://online.bestfm.fm:8432/best_192.m3u",48,"http://radio.bestfm.fm:8080/bestfm_aac.m3u"
"Best FM","http://www.best-fm.ru/","Moscow","Russia","Adult Contemporary",192,"http://188.127.243.169/best-192.m3u",,
"Beur FM","http://www.beurfm.net/","Paris","France","Culture/Music of Maghreb",128,"http://broadcast.infomaniak.ch/beurfm-high.mp3.m3u",,
"BFM","http://www.radiobfm.com/","Paris","France","Business News",64,"http://vipicecast.yacast.net/bfm.m3u",,
"BG Radio","http://www.bgradio.net/","Sofia","Bulgaria","Bulgarian pop/rock",128,"http://62.204.145.218:8000/bgradio128.m3u",,
"Big FM","http://www.big-fm.ro/","Deva","Romania","Top 40",128,"http://82.208.143.10:8000/listen.pls",,
"Big FM","http://www.big-fm.de/","Stuttgart","Germany","Top 40/RnB",96,"http://srv04.bigstreams.de/bigfm-mp3-64.m3u",,
"Big L 1395","http://www.bigl.co.uk/","Digital Network","United Kingdom","Adult Contemporary / Oldies",128,"http://eastlondonradio.com:8100/biglh.mp3.m3u",,
"Big Radio 1","http://www.bigradiobl.com/","Banja Luka","Bosnia","Pop/rock",,,64,"http://bigradiobl.com/v2/streaming/big1/BiGradio1.pls"
"Big Radio 2","http://www.bigradiobl.com/","Banja Luka","Bosnia","News/music",,,64,"http://bigradiobl.com/v2/streaming/big2/BiGradio2.pls"
"Big Radio 3","http://www.bigradiobl.com/","Banja Luka","Bosnia","Top 40",,,32,"http://bigradiobl.com/v2/streaming/big3/BiGradio3.pls"
"Biggles FM","http://www.bigglesfm.co.uk/","Biggleswade","United Kingdom","Community radio",64,"http://212.74.123.36:8000/bigglesfm.mp3.m3u",,
"Bigvibez Radio","http://www.bigvibez.com/","Internet only","Austria","Reggae",128,"http://streams.bigvibez.com:7000/listen.pls",,
"Black Diamond FM","http://www.blackdiamondfm.com/","Mid Lothian","United Kingdom","Community radio",64,"http://icecast.commedia.org.uk:8000/blackdiamond.mp3.m3u",,
"Blaník.cz","http://www.radioblanik.cz/","Internet only","Czech Republic","Czech music",128,"http://kocka.limemedia.cz:8000/blanikcz128.mp3.m3u",,
"Blue FM","http://www.radioblue.fm/","Poznan","Poland","Hot Adult Contemporary",96,"http://stream4.radioagora.pl:443/bluefm.mp3.m3u",96,"http://www.radioblue.fm/blueaac.pls"
"Blue Party","http://www.tuba.fm/index.php?id=radio&pid=20","Internet only","Poland","Party music",96,"http://www.tuba.fm/stream.pls?radio=20&mp3=1",,
"Blysk FM","http://www.blysk.com.ua/","Chernivtsi","Ukraine","Top 40",64,"http://91.205.205.18:8000/64.m3u",,
"BM Radio","http://www.bmradio.net/","Zenica","Bosnia","Local music/information",,,40,"http://195.222.33.217:8070/listen.pls"
"BNN FM","http://www.bnn.fm/","Hilversum","Netherlands","Pop/Rock",192,"http://shoutcast.omroep.nl:8012/listen.pls",,
"BNR Nieuwsradio","http://www.bnr.nl/","Amsterdam","Netherlands","Business News",128,"http://81.173.3.251/listen.pls",,
"Bobar Radio","http://www.radiobobar.com/","Bijeljina","Bosnia","Music/information",96,"http://88.198.23.124:9111/listen.pls",,
"Boca Ràdio","http://www.bocaradio.org/","Barcelona","Spain","Community/Youth programmes",32,"http://estudis.bocaradio.org:8003/listen.pls",,
"Bolton FM","http://www.boltonfm.com/","Bolton","United Kingdom","Community radio",128,"http://icecast.commedia.org.uk:8000/boltonfm.mp3.m3u",,
"Booster FM","http://www.boosterfm.net/","Toulouse","France","RnB/HipHop/Funk",128,"http://boosterstu.nerim.net/booster.m3u",,
"Boschtion FM","http://w4.boschtion.nl/","Den Bosch","Netherlands","Local service",128,"http://server-10.stream-server.nl:8132/listen.pls",,
"Boss Radio","http://www.bossradions.com/","Novi Sad","Serbia","Roma service",,,48,"http://sh1.audio-stream.com/tunein.php/bossradio/playlist.pls"
"BPM","http://www.bpmlaradio.com/","Mantes-la-Jolie","France","Variety",96,"http://str20.creacast.com/bpm.m3u",,
"BR on3radio","http://www.br-online.de/on3radio/index.xml","Munich","Germany","Alternative",128,"http://streams.br-online.de/jugend-radio_2.m3u",,
"BR-Klassik","http://www.br-online.de/br-klassik/","Munich","Germany","Classical",128,"http://streams.br-online.de/br-klassik_2.m3u",,
"BragaRadioDj","http://www.bragaradiodj.net/","Internet only","Portugal","Dance / Techno",128,"http://online.bragaradiodj.net:8002/listen.pls",,
"Branch FM","http://www.branchfm.co.uk/","Dewsbury","United Kingdom","Community Christian radio",128,"http://usa2-vn.mixstream.net/listen/8890.pls",,
"Bremen Eins","http://www.radiobremen.de/bremeneins/","Bremen","Germany","Oldies/Information",128,"http://sc1.lon.llnw.net/stream/gffstream_mp3_w48a.m3u",,
"Bremen Vier","http://www.radiobremen.de/bremenvier/","Bremen","Germany","Pop/Rock",128,"http://www.radiobremen.de/stream/live/bremenvier.m3u",,
"BRFM","http://www.brfm.net/","Isle of Sheppey","United Kingdom","Community radio",128,"http://icecast.commedia.org.uk:8000/brfmsheppey.mp3.m3u",,
"Bridge FM","http://www.bridge.fm/","Bridgend","United Kingdom","Top 40",128,"http://icy-e-03.sharp-stream.com/tcbridge.mp3.m3u",,
"Bright FM","http://www.bright.fm/","Arnhem","Netherlands","Christian",128,"http://stream01.hollanddata.net:8008/listen.pls",,
"Bro Radio","http://www.brofm.com/","Barry","United Kingdom","Community radio",128,"http://csmedia.serverroom.us:8720/listen.pls",,
"Bum Bum Radio","http://www.bumbumradio.rs/","Belgrade","Serbia","Folk music",64,"http://radio.bumbumradio.rs:8010/listen.pls",,
